sentence,neg,neu,pos,compound
"""Amory.""",0.0,1.0,0.0,0.0
"""What?""",0.0,1.0,0.0,0.0
"""You're not in love with me.",0.402,0.598,0.0,-0.5216
"You never wanted to marry me, did you?""",0.0,1.0,0.0,0.0
"""It was the twilight,"" he said wonderingly.",0.0,1.0,0.0,0.0
"""I didn't feel as though I were speaking aloud.",0.0,1.0,0.0,0.0
"But I love youor adore youor worship you"" ""There you gorunning through your catalogue of emotions in five seconds.""",0.0,0.526,0.474,0.9382
He smiled unwillingly.,0.0,0.364,0.636,0.5423
"""Don't make me out such a lightweight, Clara you are depressing sometimes.""",0.206,0.794,0.0,-0.3818
"""You're not a lightweight, of all things,"" she said intently, taking his arm and opening wide her eyeshe could see their kindliness in the fading dusk.",0.0,1.0,0.0,0.0
"""A lightweight is an eternal nay.""",0.0,1.0,0.0,0.0
"""There's so much spring in the airthere's so much lazy sweetness in your heart.""",0.152,0.658,0.19,0.1742
She dropped his arm.,0.0,1.0,0.0,0.0
"""You're all fine now, and I feel glorious.",0.0,0.455,0.545,0.7184
Give me a cigarette.,0.0,1.0,0.0,0.0
"You've never seen me smoke, have you?",0.0,1.0,0.0,0.0
"Well, I do, about once a month.""",0.0,0.656,0.344,0.2732
And then that wonderful girl and Amory raced to the corner like two mad children gone wild with paleblue twilight.,0.121,0.644,0.235,0.4588
"""I'm going to the country for tomorrow,"" she announced, as she stood panting, safe beyond the flare of the corner lamppost.",0.0,0.873,0.127,0.4404
"""These days are too magnificent to miss, though perhaps I feel them more in the city.""",0.086,0.703,0.211,0.5106
"""Oh, Clara!""",0.0,1.0,0.0,0.0
"Amory said ""what a devil you could have been if the Lord had just bent your soul a little the other way!""",0.198,0.802,0.0,-0.69
"""Maybe,"" she answered ""but I think not.",0.0,1.0,0.0,0.0
I'm never really wild and never have been.,0.0,1.0,0.0,0.0
"That little outburst was pure spring.""",0.0,1.0,0.0,0.0
"""And you are, too,"" said he.",0.0,1.0,0.0,0.0
They were walking along now.,0.0,1.0,0.0,0.0
"""Noyou're wrong again, how can a person of your own selfreputed brains be so constantly wrong about me?",0.292,0.708,0.0,-0.7351
I'm the opposite of everything spring ever stood for.,0.0,1.0,0.0,0.0
"It's unfortunate, if I happen to look like what pleased some soppy old Greek sculptor, but I assure you that if it weren't for my face I'd be a quiet nun in the convent without""then she broke into a run and her raised voice floated back to him as he followed""my precious babies, which I must go back and see.""",0.086,0.736,0.178,0.7311
She was the only girl he ever knew with whom he could understand how another man might be preferred.,0.0,1.0,0.0,0.0
"Often Amory met wives whom he had known as debutantes, and looking intently at them imagined that he found something in their faces which said ""Oh, if I could only have gotten you!""",0.0,1.0,0.0,0.0
"Oh, the enormous conceit of the man!",0.0,1.0,0.0,0.0
But that night seemed a night of stars and singing and Clara's bright soul still gleamed on the ways they had trod.,0.0,0.839,0.161,0.5927
"""Golden, golden is the air"" he chanted to the little pools of water.",0.0,1.0,0.0,0.0
"... ""Golden is the air, golden notes from golden mandolins, golden frets of golden violins, fair, oh, wearily fair.... Skeins from braided basket, mortals may not hold oh, what young extravagant God, who would know or ask it?...",0.0,0.891,0.109,0.5267
"who could give such gold..."" AMORY IS RESENTFUL Slowly and inevitably, yet with a sudden surge at the last, while Amory talked and dreamed, war rolled swiftly up the beach and washed the sands where Princeton played.",0.174,0.722,0.104,-0.6289
Every night the gymnasium echoed as platoon after platoon swept over the floor and shuffled out the basketball markings.,0.0,1.0,0.0,0.0
"When Amory went to Washington the next weekend he caught some of the spirit of crisis which changed to repulsion in the Pullman car coming back, for the berths across from him were occupied by stinking aliensGreeks, he guessed, or Russians.",0.159,0.805,0.036,-0.7783
"He thought how much easier patriotism had been to a homogeneous race, how much easier it would have been to fight as the Colonies fought, or as the Confederacy fought.",0.196,0.652,0.152,-0.1531
"And he did no sleeping that night, but listened to the aliens guffaw and snore while they filled the car with the heavy scent of latest America.",0.058,0.942,0.0,-0.1531
In Princeton every one bantered in public and told themselves privately that their deaths at least would be heroic.,0.0,0.833,0.167,0.5574
"The literary students read Rupert Brooke passionately the loungelizards worried over whether the government would permit the Englishcut uniform for officers a few of the hopelessly lazy wrote to the obscure branches of the War Department, seeking an easy commission and a soft berth.",0.218,0.665,0.116,-0.6705
"Then, after a week, Amory saw Burne and knew at once that argument would be futileBurne had come out as a pacifist.",0.116,0.884,0.0,-0.3612
"The socialist magazines, a great smattering of Tolstoi, and his own intense longing for a cause that would bring out whatever strength lay in him, had finally decided him to preach peace as a subjective ideal.",0.025,0.619,0.356,0.9371
"""When the German army entered Belgium,"" he began, ""if the inhabitants had gone peaceably about their business, the German army would have been disorganized in"" ""I know,"" Amory interrupted, ""I've heard it all.",0.118,0.802,0.08,-0.1027
But I'm not going to talk propaganda with you.,0.238,0.762,0.0,-0.3612
"There's a chance that you're rightbut even so we're hundreds of years before the time when nonresistance can touch us as a reality.""",0.0,0.909,0.091,0.25
"""But, Amory, listen"" ""Burne, we'd just argue"" ""Very well.""",0.231,0.769,0.0,-0.34
"""Just one thingI don't ask you to think of your family or friends, because I know they don't count a picayune with you beside your sense of dutybut, Burne, how do you know that the magazines you read and the societies you join and these idealists you meet aren't just plain German?""",0.0,0.87,0.13,0.7184
"""Some of them are, of course.""",0.0,1.0,0.0,0.0
"""How do you know they aren't all proGermanjust a lot of weak oneswith GermanJewish names.""",0.182,0.818,0.0,-0.4404
"""That's the chance, of course,"" he said slowly.",0.0,0.778,0.222,0.25
"""How much or how little I'm taking this stand because of propaganda I've heard, I don't know naturally I think that it's my most innermost convictionit seems a path spread before me just now.""",0.062,0.938,0.0,-0.25
Amory's heart sank.,0.0,1.0,0.0,0.0
"""But think of the cheapness of itno one's really going to martyr you for being a pacifistit's just going to throw you in with the worst"" ""I doubt it,"" he interrupted.",0.302,0.698,0.0,-0.9136
"""Well, it all smells of Bohemian New York to me.""",0.0,1.0,0.0,0.0
"""I know what you mean, and that's why I'm not sure I'll agitate.""",0.141,0.859,0.0,-0.2411
"""You're one man, Burnegoing to talk to people who won't listenwith all God's given you.""",0.0,1.0,0.0,0.0
"""That's what Stephen must have thought many years ago.",0.0,1.0,0.0,0.0
But he preached his sermon and they killed him.,0.439,0.561,0.0,-0.8047
He probably thought as he was dying what a waste it all was.,0.203,0.797,0.0,-0.4215
"But you see, I've always felt that Stephen's death was the thing that occurred to Paul on the road to Damascus, and sent him to preach the word of Christ all over the world.""",0.14,0.86,0.0,-0.7469
"""Go on.""",0.0,1.0,0.0,0.0
"""That's allthis is my particular duty.",0.0,1.0,0.0,0.0
Even if right now I'm just a pawnjust sacrificed.,0.0,1.0,0.0,0.0
God!,0.0,0.0,1.0,0.3382
"Amoryyou don't think I like the Germans!""",0.325,0.675,0.0,-0.3404
"""Well, I can't say anything elseI get to the end of all the logic about nonresistance, and there, like an excluded middle, stands the huge spectre of man as he is and always will be.",0.063,0.812,0.126,0.34
"And this spectre stands right beside the one logical necessity of Tolstoi's, and the other logical necessity of Nietzsche's"" Amory broke off suddenly.",0.113,0.887,0.0,-0.4215
"""When are you going?""",0.0,1.0,0.0,0.0
"""I'm going next week.""",0.0,1.0,0.0,0.0
"""I'll see you, of course.""",0.0,1.0,0.0,0.0
As he walked away it seemed to Amory that the look in his face bore a great resemblance to that in Kerry's when he had said goodby under Blair Arch two years before.,0.055,0.831,0.114,0.4767
Amory wondered unhappily why he could never go into anything with the primal honesty of those two.,0.137,0.711,0.152,0.0772
"""Burne's a fanatic,"" he said to Tom, ""and he's dead wrong and, I'm inclined to think, just an unconscious pawn in the hands of anarchistic publishers and Germanpaid rag waversbut he haunts mejust leaving everything worth while"" Burne left in a quietly dramatic manner a week later.",0.183,0.78,0.037,-0.8176
"He sold all his possessions and came down to the room to say goodby, with a battered old bicycle, on which he intended to ride to his home in Pennsylvania.",0.0,1.0,0.0,0.0
"""Peter the Hermit bidding farewell to Cardinal Richelieu,"" suggested Alec, who was lounging in the windowseat as Burne and Amory shook hands.",0.062,0.938,0.0,-0.1027
"But Amory was not in a mood for that, and as he saw Burne's long legs propel his ridiculous bicycle out of sight beyond Alexander Hall, he knew he was going to have a bad week.",0.2,0.8,0.0,-0.8402
Not that he doubted the warGermany stood for everything repugnant to him for materialism and the direction of tremendous licentious force it was just that Burne's face stayed in his memory and he was sick of the hysteria he was beginning to hear.,0.129,0.833,0.038,-0.6582
"""What on earth is the use of suddenly running down Goethe,"" he declared to Alec and Tom.",0.0,1.0,0.0,0.0
"""Why write books to prove he started the waror that that stupid, overestimated Schiller is a demon in disguise?""",0.167,0.833,0.0,-0.5267
"""Have you ever read anything of theirs?""",0.0,1.0,0.0,0.0
asked Tom shrewdly.,0.0,1.0,0.0,0.0
"""No,"" Amory admitted.",0.0,0.588,0.412,0.1027
"""Neither have I,"" he said laughing.",0.0,0.61,0.39,0.4939
"""People will shout,"" said Alec quietly, ""but Goethe's on his same old shelf in the libraryto bore any one that wants to read him!""",0.108,0.892,0.0,-0.4199
"Amory subsided, and the subject dropped.",0.0,1.0,0.0,0.0
"""What are you going to do, Amory?""",0.0,1.0,0.0,0.0
"""Infantry or aviation, I can't make up my mindI hate mechanics, but then of course aviation's the thing for me"" ""I feel as Amory does,"" said Tom.",0.086,0.914,0.0,-0.3291
"""Infantry or aviationaviation sounds like the romantic side of the war, of courselike cavalry used to be, you know but like Amory I don't know a horsepower from a pistonrod.""",0.076,0.712,0.212,0.5267
"Somehow Amory's dissatisfaction with his lack of enthusiasm culminated in an attempt to put the blame for the whole war on the ancestors of his generation... all the people who cheered for Germany in 1870.... All the materialists rampant, all the idolizers of German science and efficiency.",0.195,0.661,0.144,-0.4767
"So he sat one day in an English lecture and heard ""Locksley Hall"" quoted and fell into a brown study with contempt for Tennyson and all he stood forfor he took him as a representative of the Victorians.",0.098,0.902,0.0,-0.5859
"Victorians, Victorians, who never learned to weep Who sowed the bitter harvest that your children go to reap scribbled Amory in his notebook.",0.104,0.784,0.112,0.0511
The lecturer was saying something about Tennyson's solidity and fifty heads were bent to take notes.,0.0,1.0,0.0,0.0
Amory turned over to a fresh page and began scrawling again.,0.0,0.796,0.204,0.3182
"""They shuddered when they found what Mr. Darwin was about, They shuddered when the waltz came in and Newman hurried out"" But the waltz came in much earlier he crossed that out.",0.0,1.0,0.0,0.0
"""And entitled A Song in the Time of Order,"" came the professor's voice, droning far away.",0.0,0.87,0.13,0.2732
"""Time of Order""Good Lord!",0.0,1.0,0.0,0.0
"Everything crammed in the box and the Victorians sitting on the lid smiling serenely.... With Browning in his Italian villa crying bravely ""All's for the best.""",0.096,0.71,0.194,0.4939
Amory scribbled again.,0.0,1.0,0.0,0.0
"""You knelt up in the temple and he bent to hear you pray, You thanked him for your 'glorious gains'reproached him for 'Cathay.'""",0.0,0.68,0.32,0.8555
Why could he never get more than a couplet at a time?,0.0,1.0,0.0,0.0
"Now he needed something to rhyme with ""You would keep Him straight with science, tho He had gone wrong before..."" Well, anyway.... ""You met your children in your home'I've fixed it up!'",0.085,0.797,0.118,-0.1007
"you cried, Took your fifty years of Europe, and then virtuouslydied.""",0.206,0.794,0.0,-0.3818
"""That was to a great extent Tennyson's idea,"" came the lecturer's voice.",0.0,0.709,0.291,0.6249
"""Swinburne's Song in the Time of Order might well have been Tennyson's title.",0.0,0.851,0.149,0.2732
"He idealized order against chaos, against waste.""",0.322,0.435,0.243,-0.2263
At last Amory had it.,0.0,1.0,0.0,0.0
He turned over another page and scrawled vigorously for the twenty minutes that was left of the hour.,0.0,0.919,0.081,0.128
Then he walked up to the desk and deposited a page torn out of his notebook.,0.125,0.875,0.0,-0.25
"""Here's a poem to the Victorians, sir,"" he said coldly.",0.0,1.0,0.0,0.0
The professor picked it up curiously while Amory backed rapidly through the door.,0.0,0.916,0.084,0.0258
"Here is what he had written ""Songs in the time of order You left for us to sing, Proofs with excluded middles, Answers to life in rhyme, Keys of the prison warder And ancient bells to ring, Time was the end of riddles, We were the end of time...",0.108,0.892,0.0,-0.6908
"Here were domestic oceans And a sky that we might reach, Guns and a guarded border, Gantletsbut not to fling, Thousands of old emotions And a platitude for each, Songs in the time of order And tongues, that we might sing.""",0.0,0.971,0.029,0.0258
"THE END OF MANY THINGS Early April slipped by in a hazea haze of long evenings on the club veranda with the graphophone playing ""Poor Butterfly"" inside... for ""Poor Butterfly"" had been the song of that last year.",0.148,0.81,0.043,-0.6597
"The war seemed scarcely to touch them and it might have been one of the senior springs of the past, except for the drilling every other afternoon, yet Amory realized poignantly that this was the last spring under the old regime.",0.089,0.911,0.0,-0.5994
"""This is the great protest against the superman,"" said Amory.",0.142,0.567,0.291,0.4767
"""I suppose so,"" Alec agreed.",0.0,0.656,0.344,0.2732
"""He's absolutely irreconcilable with any Utopia.",0.0,1.0,0.0,0.0
"As long as he occurs, there's trouble and all the latent evil that makes a crowd list and sway when he talks.""",0.272,0.728,0.0,-0.7964
"""And of course all that he is is a gifted man without a moral sense.""",0.0,1.0,0.0,0.0
"""That's all.",0.0,1.0,0.0,0.0
"I think the worst thing to contemplate is thisit's all happened before, how soon will it happen again?",0.204,0.796,0.0,-0.6249
Fifty years after Waterloo Napoleon was as much a hero to English school children as Wellington.,0.0,0.795,0.205,0.5574
"How do we know our grandchildren won't idolize Von Hindenburg the same way?""",0.0,1.0,0.0,0.0
"""What brings it about?""",0.0,1.0,0.0,0.0
"""Time, damn it, and the historian.",0.351,0.649,0.0,-0.4019
"If we could only learn to look on evil as evil, whether it's clothed in filth or monotony or magnificence.""",0.328,0.672,0.0,-0.8689
"""God!",0.0,1.0,0.0,0.0
"Haven't we raked the universe over the coals for four years?""",0.0,1.0,0.0,0.0
Then the night came that was to be the last.,0.0,1.0,0.0,0.0
"Tom and Amory, bound in the morning for different trainingcamps, paced the shadowy walks as usual and seemed still to see around them the faces of the men they knew.",0.0,1.0,0.0,0.0
"""The grass is full of ghosts tonight.""",0.0,1.0,0.0,0.0
"""The whole campus is alive with them.""",0.0,0.698,0.302,0.3818
"They paused by Little and watched the moon rise, to make silver of the slate roof of Dodd and blue the rustling trees.",0.0,1.0,0.0,0.0
"""You know,"" whispered Tom, ""what we feel now is the sense of all the gorgeous youth that has rioted through here in two hundred years.""",0.0,0.857,0.143,0.6124
A last burst of singing flooded up from Blair Archbroken voices for some long parting.,0.0,1.0,0.0,0.0
"""And what we leave here is more than this class it's the whole heritage of youth.",0.074,0.926,0.0,-0.0516
We're just one generationwe're breaking all the links that seemed to bind us here to topbooted and highstocked generations.,0.0,1.0,0.0,0.0
"We've walked arm and arm with Burr and LightHorse Harry Lee through half these deepblue nights.""",0.0,1.0,0.0,0.0
"""That's what they are,"" Tom tangented off, ""deep bluea bit of color would spoil them, make them exotic.",0.0,1.0,0.0,0.0
"Spires, against a sky that's a promise of dawn, and blue light on the slate roofsit hurts... rather"" ""Goodby, Aaron Burr,"" Amory called toward deserted Nassau Hall, ""you and I knew strange corners of life.""",0.053,0.88,0.067,0.128
His voice echoed in the stillness.,0.0,1.0,0.0,0.0
"""The torches are out,"" whispered Tom.",0.0,1.0,0.0,0.0
"""Ah, Messalina, the long shadows are building minarets on the stadium"" For an instant the voices of freshman year surged around them and then they looked at each other with faint tears in their eyes.",0.053,0.947,0.0,-0.2263
"""Damn!""",0.0,1.0,0.0,0.0
"""Damn!""",0.0,1.0,0.0,0.0
"The last light fades and drifts across the landthe low, long land, the sunny land of spires the ghosts of evening tune again their lyres and wander singing in a plaintive band down the long corridors of trees pale fires echo the night from tower top to tower Oh, sleep that dreams, and dream that never tires, press from the petals of the lotus flower something of this to keep, the essence of an hour.",0.026,0.858,0.116,0.7351
"No more to wait the twilight of the moon in this sequestered vale of star and spire, for one eternal morning of desire passes to time and earthy afternoon.",0.069,0.846,0.085,0.128
"Here, Heraclitus, did you find in fire and shifting things the prophecy you hurled down the dead years this midnight my desire will see, shadowed among the embers, furled in flame, the splendor and the sadness of the world.",0.191,0.676,0.133,-0.4404
"INTERLUDE May, 1917February, 1919 A letter dated January, 1918, written by Monsignor Darcy to Amory, who is a second lieutenant in the 171st Infantry, Port of Embarkation, Camp Mills, Long Island.",0.0,1.0,0.0,0.0
"MY DEAR BOY All you need tell me of yourself is that you still are for the rest I merely search back in a restive memory, a thermometer that records only fevers, and match you with what I was at your age.",0.0,0.917,0.083,0.516
But men will chatter and you and I will still shout our futilities to each other across the stage until the last silly curtain falls plump!,0.0,0.943,0.057,0.1134
upon our bobbing heads.,0.0,1.0,0.0,0.0
"But you are starting the spluttering magiclantern show of life with much the same array of slides as I had, so I need to write you if only to shriek the colossal stupidity of people....",0.107,0.893,0.0,-0.5927
"This is the end of one thing for better or worse you will never again be quite the Amory Blaine that I knew, never again will we meet as we have met, because your generation is growing hard, much harder than mine ever grew, nourished as they were on the stuff of the nineties.",0.077,0.843,0.079,0.0258
"Amory, lately I reread Aeschylus and there in the divine irony of the ""Agamemnon"" I find the only answer to this bitter ageall the world tumbled about our ears, and the closest parallel ages back in that hopeless resignation.",0.213,0.707,0.08,-0.6187
"There are times when I think of the men out there as Roman legionaries, miles from their corrupt city, stemming back the hordes... hordes a little more menacing, after all, than the corrupt city... another blind blow at the race, furies that we passed with ovations years ago, over whose corpses we bleated triumphantly all through the Victorian era.... And afterward an outandout materialistic worldand the Catholic Church.",0.039,0.914,0.047,0.1531
I wonder where you'll fit in.,0.0,0.615,0.385,0.3612
Of one thing I'm sureCeltic you'll live and Celtic you'll die so if you don't use heaven as a continual referendum for your ideas you'll find earth a continual recall to your ambitions.,0.185,0.815,0.0,-0.7651
"Amory, I've discovered suddenly that I'm an old man.",0.0,1.0,0.0,0.0
"Like all old men, I've had dreams sometimes and I'm going to tell you of them.",0.0,0.729,0.271,0.6369
"I've enjoyed imagining that you were my son, that perhaps when I was young I went into a state of coma and begat you, and when I came to, had no recollection of it... it's the paternal instinct, Amorycelibacy goes deeper than the flesh....",0.051,0.874,0.076,0.2732
"Sometimes I think that the explanation of our deep resemblance is some common ancestor, and I find that the only blood that the Darcys and the O'Haras have in common is that of the O'Donahues... Stephen was his name, I think....",0.0,1.0,0.0,0.0
"When the lightning strikes one of us it strikes both you had hardly arrived at the port of embarkation when I got my papers to start for Rome, and I am waiting every moment to be told where to take ship.",0.119,0.881,0.0,-0.6124
Even before you get this letter I shall be on the ocean then will come your turn.,0.0,1.0,0.0,0.0
"You went to war as a gentleman should, just as you went to school and college, because it was the thing to do.",0.157,0.843,0.0,-0.5994
It's better to leave the blustering and tremuloheroism to the middle classes they do it so much better.,0.055,0.682,0.264,0.6808
Do you remember that weekend last March when you brought Burne Holiday from Princeton to see me?,0.0,0.856,0.144,0.4019
What a magnificent boy he is!,0.0,0.488,0.512,0.636
It gave me a frightful shock afterward when you wrote that he thought me splendid how could he be so deceived?,0.327,0.543,0.129,-0.7042
Splendid is the one thing that neither you nor I are.,0.0,0.703,0.297,0.5859
"We are many other thingswe're extraordinary, we're clever, we could be said, I suppose, to be brilliant.",0.0,0.673,0.327,0.7783
"We can attract people, we can make atmosphere, we can almost lose our Celtic souls in Celtic subtleties, we can almost always have our own way but splendidrather not!",0.055,0.878,0.066,0.0871
"I am going to Rome with a wonderful dossier and letters of introduction that cover every capital in Europe, and there will be ""no small stir"" when I get there.",0.071,0.809,0.12,0.3612
How I wish you were with me!,0.0,0.626,0.374,0.4574
"This sounds like a rather cynical paragraph, not at all the sort of thing that a middleaged clergyman should write to a youth about to depart for the war the only excuse is that the middleaged clergyman is talking to himself.",0.147,0.767,0.086,-0.5719
There are deep things in us and you know what they are as well as I do.,0.0,0.877,0.123,0.2732
"We have great faith, though yours at present is uncrystallized we have a terrible honesty that all our sophistry cannot destroy and, above all, a childlike simplicity that keeps us from ever being really malicious.",0.07,0.636,0.294,0.8705
I have written a keen for you which follows.,0.0,0.706,0.294,0.3612
"I am sorry your cheeks are not up to the description I have written of them, but you will smoke and read all night At any rate here it is A Lament for a Foster Son, and He going to the War Against the King of Foreign.",0.208,0.792,0.0,-0.8885
"""Ochone He is gone from me the son of my mind And he in his golden youth like Angus Oge Angus of the bright birds And his mind strong and subtle like the mind of Cuchulin on Muirtheme.",0.0,0.752,0.248,0.8807
Awirra sthrue His brow is as white as the milk of the cows of Maeve And his cheeks like the cherries of the tree And it bending down to Mary and she feeding the Son of God.,0.0,0.884,0.116,0.5574
Aveelia Vrone His hair is like the golden collar of the Kings at Tara And his eyes like the four gray seas of Erin.,0.0,0.815,0.185,0.6124
And they swept with the mists of rain.,0.0,1.0,0.0,0.0
Mavrone go Gudyo He to be in the joyful and red battle Amongst the chieftains and they doing great deeds of valor His life to go from him It is the chords of my own soul would be loosed.,0.056,0.773,0.172,0.7506
A Vich Deelish My heart is in the heart of my son And my life is in his life surely A man can be twice young In the life of his sons only.,0.0,0.912,0.088,0.4404
"Jia du Vaha Alanav May the Son of God be above him and beneath him, before him and behind him May the King of the elements cast a mist over the eyes of the King of Foreign, May the Queen of the Graces lead him by the hand the way he can go through the midst of his enemies and they not seeing him May Patrick of the Gael and Collumb of the Churches and the five thousand Saints of Erin be better than a shield to him And he got into the fight.",0.057,0.838,0.105,0.6124
"Och Ochone.""",0.0,1.0,0.0,0.0
"AmoryAmoryI feel, somehow, that this is all one or both of us is not going to last out this war....",0.0,1.0,0.0,0.0
I've been trying to tell you how much this reincarnation of myself in you has meant in the last few years... curiously alike we are... curiously unlike.,0.0,1.0,0.0,0.0
"Goodby, dear boy, and God be with you.",0.0,0.561,0.439,0.5719
THAYER DARCY.,0.0,1.0,0.0,0.0
EMBARKING AT NIGHT Amory moved forward on the deck until he found a stool under an electric light.,0.0,1.0,0.0,0.0
"He searched in his pocket for notebook and pencil and then began to write, slowly, laboriously ""We leave tonight... Silent, we filled the still, deserted street, A column of dim gray, And ghosts rose startled at the muffled beat Along the moonless way The shadowy shipyards echoed to the feet That turned from night and day.",0.052,0.948,0.0,-0.2263
"And so we linger on the windless decks, See on the spectre shore Shades of a thousand days, poor grayribbed wrecks... Oh, shall we then deplore Those futile years!",0.195,0.805,0.0,-0.7424
See how the sea is white!,0.0,1.0,0.0,0.0
"The clouds have broken and the heavens burn To hollow highways, paved with gravelled light The churning of the waves about the stern Rises to one voluminous nocturne, ... We leave tonight.""",0.168,0.759,0.073,-0.3612
"A letter from Amory, headed ""Brest, March 11th, 1919,"" to Lieutenant T. P. D'Invilliers, Camp Gordon, Ga. DEAR BAUDELAIRE We meet in Manhattan on the 30th of this very mo.",0.0,0.894,0.106,0.516
"we then proceed to take a very sporty apartment, you and I and Alec, who is at me elbow as I write.",0.0,1.0,0.0,0.0
I don't know what I'm going to do but I have a vague dream of going into politics.,0.094,0.76,0.146,0.2263
"Why is it that the pick of the young Englishmen from Oxford and Cambridge go into politics and in the U. S. A. we leave it to the muckers?raised in the ward, educated in the assembly and sent to Congress, fatpaunched bundles of corruption, devoid of ""both ideas and ideals"" as the debaters used to say.",0.021,0.947,0.032,0.1531
"Even forty years ago we had good men in politics, but we, we are brought up to pile up a million and ""show what we are made of.""",0.0,0.93,0.07,0.2382
Sometimes I wish I'd been an Englishman American life is so damned dumb and stupid and healthy.,0.387,0.411,0.202,-0.7136
"Since poor Beatrice died I'll probably have a little money, but very darn little.",0.283,0.717,0.0,-0.5187
"I can forgive mother almost everything except the fact that in a sudden burst of religiosity toward the end, she left half of what remained to be spent in stainedglass windows and seminary endowments.",0.0,0.937,0.063,0.2732
"Mr. Barton, my lawyer, writes me that my thousands are mostly in street railways and that the said Street R.R.",0.0,1.0,0.0,0.0
s are losing money because of the fivecent fares.,0.271,0.729,0.0,-0.3818
"Imagine a salary list that gives 350 a month to a man that can't read and write!yet I believe in it, even though I've seen what was once a sizable fortune melt away between speculation, extravagance, the democratic administration, and the income taxmodern, that's me all over, Mabel.",0.0,1.0,0.0,0.0
"At any rate we'll have really knockout roomsyou can get a job on some fashion magazine, and Alec can go into the Zinc Company or whatever it is that his people ownhe's looking over my shoulder and he says it's a brass company, but I don't think it matters much, do you?",0.023,0.977,0.0,-0.0286
There's probably as much corruption in zincmade money as brassmade money.,0.0,1.0,0.0,0.0
"As for the wellknown Amory, he would write immortal literature if he were sure enough about anything to risk telling any one else about it.",0.074,0.775,0.151,0.296
There is no more dangerous gift to posterity than a few cleverly turned platitudes.,0.265,0.427,0.307,0.2228
"Tom, why don't you become a Catholic?",0.0,1.0,0.0,0.0
"Of course to be a good one you'd have to give up those violent intrigues you used to tell me about, but you'd write better poetry if you were linked up to tall golden candlesticks and long, even chants, and even if the American priests are rather burgeois, as Beatrice used to say, still you need only go to the sporty churches, and I'll introduce you to Monsignor Darcy who really is a wonder.",0.032,0.875,0.093,0.5859
"Kerry's death was a blow, so was Jesse's to a certain extent.",0.279,0.571,0.15,-0.4215
And I have a great curiosity to know what queer corner of the world has swallowed Burne.,0.0,0.773,0.227,0.6249
Do you suppose he's in prison under some false name?,0.268,0.732,0.0,-0.5106
"I confess that the war instead of making me orthodox, which is the correct reaction, has made me a passionate agnostic.",0.16,0.7,0.14,-0.128
"The Catholic Church has had its wings clipped so often lately that its part was timidly negligible, and they haven't any good writers any more.",0.151,0.849,0.0,-0.4777
I'm sick of Chesterton.,0.524,0.476,0.0,-0.5106
"I've only discovered one soldier who passed through the muchadvertised spiritual crisis, like this fellow, Donald Hankey, and the one I knew was already studying for the ministry, so he was ripe for it.",0.109,0.824,0.066,-0.3818
"I honestly think that's all pretty much rot, though it seemed to give sentimental comfort to those at home and may make fathers and mothers appreciate their children.",0.0,0.616,0.384,0.9136
This crisisinspired religion is rather valueless and fleeting at best.,0.0,0.682,0.318,0.6369
I think four men have discovered Paris to one that discovered God.,0.0,0.826,0.174,0.2732
"But usyou and me and Alecoh, we'll get a Jap butler and dress for dinner and have wine on the table and lead a contemplative, emotionless life until we decide to use machineguns with the property ownersor throw bombs with the Bolshevik God!",0.0,0.931,0.069,0.4482
"Tom, I hope something happens.",0.0,0.508,0.492,0.4404
I'm restless as the devil and have a horror of getting fat or falling in love and growing domestic.,0.397,0.404,0.199,-0.7096
The place at Lake Geneva is now for rent but when I land I'm going West to see Mr. Barton and get some details.,0.0,1.0,0.0,0.0
"Write me care of the Blackstone, Chicago.",0.0,0.652,0.348,0.4939
"S'ever, dear Boswell, SAMUEL JOHNSON.",0.0,0.606,0.394,0.3818
BOOK TWOThe Education of a Personage,0.0,1.0,0.0,0.0
CHAPTER I.,0.0,1.0,0.0,0.0
The Debutante The time is February.,0.0,1.0,0.0,0.0
"The place is a large, dainty bedroom in the Connage house on Sixtyeighth Street, New York.",0.0,1.0,0.0,0.0
A girl's room pink walls and curtains and a pink bedspread on a creamcolored bed.,0.0,1.0,0.0,0.0
"Pink and cream are the motifs of the room, but the only article of furniture in full view is a luxurious dressingtable with a glass top and a threesided mirror.",0.0,0.922,0.078,0.296
"On the walls there is an expensive print of ""Cherry Ripe,"" a few polite dogs by Landseer, and the ""King of the Black Isles,"" by Maxfield Parrish.",0.0,1.0,0.0,0.0
"Great disorder consisting of the following items 1 seven or eight empty cardboard boxes, with tissuepaper tongues hanging panting from their mouths 2 an assortment of street dresses mingled with their sisters of the evening, all upon the table, all evidently new 3 a roll of tulle, which has lost its dignity and wound itself tortuously around everything in sight, and 4 upon the two small chairs, a collection of lingerie that beggars description.",0.089,0.822,0.089,0.25
One would enjoy seeing the bill called forth by the finery displayed and one is possessed by a desire to see the princess for whose benefitLook!,0.0,0.788,0.212,0.7345
There's some one!,0.0,1.0,0.0,0.0
Disappointment!,1.0,0.0,0.0,-0.5562
"This is only a maid hunting for somethingshe lifts a heap from a chairNot there another heap, the dressingtable, the chiffonier drawers.",0.0,1.0,0.0,0.0
She brings to light several beautiful chemises and an amazing pajama but this does not satisfy hershe goes out.,0.134,0.665,0.201,0.1606
An indistinguishable mumble from the next room.,0.0,1.0,0.0,0.0
"Now, we are getting warm.",0.0,0.678,0.322,0.2263
